TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Beta_AF8,Beta_TP9
13:55.5,0.90208364,0.19402274,0.29023418,0.91727465,1.7049285,0.32873717,0.39337927,0.47546634,1.305181,0.6453825,0.41614836,0.4577038,0.23663497,0.3748782,0.32303146,0.40702918,-0.2645463,0.29523662,-0.034533817,-0.104322955,802.6374,805.05493,796.99634,780.07324,771.6117,0.067687988,0.05456543,0.971618652,0.583190918,-1.405639648,-0.523376465,1,1,1,1,1,97,,0.32303146,0.23663497
13:56.5,0.90208364,0.001163864,-0.017162811,0.91727465,1.7049285,-0.068395965,0.24581623,0.47546634,1.305181,0.6052876,0.42841238,0.4577038,0.23663497,0.47551867,0.47077802,0.40702918,-0.2645463,0.30650762,-0.024904154,-0.104322955,791.3553,791.3553,789.34064,797.8022,775.2381,0.096618652,0.069885254,0.987060547,-0.209350586,-3.69354248,-0.650482178,1,1,1,1,1,97,,0.47077802,0.23663497
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:57.5,0.18409024,0.20911546,0.34121206,0.46277753,0.026428869,-0.002595496,0.075018354,0.3571384,0.8691454,0.37748307,0.24094105,0.25700936,0.16442768,0.3358658,0.36654645,0.16983637,-0.14724432,0.14998496,0.051267307,-0.121289946,806.26373,806.6667,806.6667,820.7692,850.18317,0.073425293,0.063598633,0.975219727,0.545806885,-2.190704346,-0.665435791,1,1,1,1,1,97,,0.36654645,0.16442768
13:58.5,0.2179699,0.22710429,0.2725869,1.7060431,0.14878193,-0.001311861,-0.07023577,1.6139529,0.76027685,0.43282995,0.08664445,1.1016732,0.17756659,0.19051434,0.3284126,0.24448234,-0.13963516,0.13241784,0.03160863,-0.07429574,796.1905,791.75824,795.78754,778.46155,680.54944,0.069946289,0.077514648,0.976989746,1.667327881,-1.009368896,1.02432251,1,1,1,1,1,97,,0.3284126,0.17756659
13:59.5,0.6891833,0.095751144,0.24276687,0.7179837,0.72122955,0.039490253,-0.14088465,0.40457198,0.6345041,0.2579974,0.06011751,0.35728806,0.1545039,0.26943654,0.32941985,0.3356173,-0.25690636,0.21790786,0.24973966,-0.03943896,794.9817,801.02563,811.0989,801.02563,778.46155,0.067443848,0.066589355,0.978088379,-0.672912598,-0.029907227,-1.04675293,1,1,1,1,1,97,,0.32941985,0.1545039
14:00.6,0.5866136,-0.1970366,0.3946008,0.8242924,0.27701938,-0.035749715,-0.26926333,0.32649642,0.690729,0.17450857,-0.1169549,0.37629658,0.2365381,0.28410134,0.5154383,0.47053394,-0.32016122,0.28298107,0.2718283,-0.090468906,793.36993,799.81683,792.1612,785.7143,883.6264,0.069763184,0.052612305,0.979309082,0.411224365,-2.482299805,-0.433654785,1,1,1,1,1,97,,0.5154383,0.2365381
14:01.6,0.4954853,-0.3236337,-0.07890488,0.74600476,0.16005898,-0.12149336,-0.46365684,0.33447823,0.40003768,0.1235179,0.26923567,0.48559988,0.122899696,0.1877875,0.546475,0.40367365,-0.24976616,0.20371425,0.35784617,-0.1396156,790.14655,795.38464,806.26373,799.81683,843.73627,0.061889648,0.055236816,0.975524902,0.02243042,-1.256103516,-0.88973999,1,1,1,1,1,97,,0.546475,0.122899696
14:02.6,0.23009528,-0.011037257,-0.17464514,0.82062167,0.34271744,-0.4006727,-0.25533304,0.7136765,0.57948434,0.15723665,0.24167149,0.65963686,0.1952209,0.19176722,0.37942865,0.20506161,-0.10634661,0.18349889,0.045300327,0.04250273,790.14655,804.2491,812.71063,834.87177,865.89746,0.067749023,0.05847168,0.97253418,0.433654785,-1.652374268,-0.949554443,1,1,1,1,1,97,,0.37942865,0.1952209
14:03.6,0.41746366,-0.03632385,0.2778592,0.87531257,0.41617024,-0.14323717,-0.0507185,0.705072,0.66632867,0.3053243,0.37702972,0.47006285,0.21830517,0.190148,0.13734494,0.28332582,-0.12063794,0.2479709,-0.04651881,0.0791226,803.8461,797.8022,791.75824,806.26373,743.4066,0.067993164,0.05456543,0.977416992,0.657958984,-1.659851074,0.007476807,1,1,1,1,1,97,,0.13734494,0.21830517
14:04.7,0.4909513,-0.07120125,0.3555316,0.98832154,0.4690777,-0.12078197,0.0474651,0.7083853,0.42623597,0.28620788,0.36075792,0.5297093,0.31478226,0.31136996,0.0311693,0.28212246,-0.24424292,0.2755545,-0.075337626,-0.10923876,794.9817,795.78754,801.8315,809.0842,796.99634,0.082885742,0.072021484,0.973999023,0.149536133,-2.018737793,-1.704711914,1,1,1,1,1,97,,0.0311693,0.31478226
14:05.7,0.1258217,-0.037617125,0.14609015,0.64996386,0.11112928,-0.21509467,-0.09906675,0.5641221,0.6869576,0.16180894,0.020090615,0.5409797,0.29656732,0.3523093,0.17529976,0.38801867,-0.10748681,0.105510846,0.06011943,-0.08633422,801.4286,794.9817,792.96704,802.23444,618.0952,0.095703125,0.055114746,0.989685059,-0.919647217,-0.471038818,-1.727142334,1,1,1,1,1,97,,0.17529976,0.29656732
14:06.7,0.21180086,-0.20155013,0.28061315,0.48237997,0.061772108,-0.19507207,-0.2751106,0.5094243,0.5142603,0.110699415,0.044731848,0.75755966,0.09328466,0.2061604,0.19452226,0.37777507,-0.053294774,0.10800917,0.0978821,-0.33027938,839.707,803.0403,797.3993,840.9158,835.6777,0.074462891,0.051452637,0.970397949,0.029907227,-1.495361328,-0.732727051,1,1,1,1,1,97,,0.19452226,0.09328466
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:07.7,0.14729933,0.03169093,0.21166714,0.34214625,0.32985845,0.027965035,0.003374556,0.4305316,0.25662363,0.20263743,0.1875384,0.49953005,0.106405005,0.27601245,0.22988616,0.3900858,-0.29739007,0.2597392,0.24264647,-0.3697443,807.47253,828.022,806.6667,816.7399,800.2198,0.081665039,0.063781738,0.963439941,-0.628051758,0.239257813,-1.644897461,1,1,1,1,1,97,,0.22988616,0.106405005
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,,
14:08.7,0.14729933,0.17683922,0.36822164,0.34214625,0.32985845,0.1547757,0.4542635,0.4305316,0.25662363,0.21059206,0.7039962,0.49953005,0.106405005,0.37015435,0.36188102,0.3900858,-0.29739007,0.31541407,0.25637472,-0.3697443,784.90845,787.326,794.57874,809.0842,705.5311,0.044311523,0.055114746,0.976196289,1.996307373,-2.91595459,-0.508422852,1,1,1,1,4,97,,0.36188102,0.106405005
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:09.7,1.4296353,0.45285815,0.57994246,0.34214625,2.0036001,0.2264032,0.5700938,0.4305316,1.307709,0.6675468,0.7125612,0.49953005,0.37964526,0.5231446,0.22259979,0.3900858,-0.12987861,0.40575492,0.005024299,-0.3697443,786.9231,795.78754,817.5458,822.381,815.5311,0.065185547,0.057250977,0.973693848,-0.635528564,-0.13458252,-2.616882324,1,2,1,1,2,97,,0.22259979,0.37964526
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:10.8,1.8555305,0.33748466,0.74050057,1.5937915,2.078799,0.30909044,0.5940742,2.0692353,1.3145216,0.6863356,0.5931565,1.3459946,0.47177657,0.47140542,0.37747258,0.55936384,-0.09041701,0.34784278,0.067518406,-0.18478827,804.65204,793.7729,800.2198,779.67035,885.64105,0.069091797,0.058166504,0.987792969,0.441131592,-4.112243652,-1.136474609,1,1,1,1,1,97,,0.37747258,0.47177657
14:11.8,1.5113176,0.22910935,0.93130547,1.6288658,1.1772003,0.11641598,0.35239112,2.0398827,0.9866785,0.6562576,0.99378127,1.289878,0.55178195,0.36963022,0.5012922,0.55251396,0.01888505,0.32677415,0.23101705,-0.122413345,813.91943,797.8022,788.5348,786.1172,798.20514,0.092834473,0.062072754,0.993896484,0.515899658,-1.659851074,0.358886719,1,1,1,1,1,97,,0.5012922,0.55178195
14:12.8,0.6388232,0.2414086,1.0050116,1.6288658,0.5511905,0.12570104,0.37963232,2.0398827,0.7200644,0.52180505,0.9932617,1.289878,0.39580375,0.32350916,0.4348218,0.55251396,-0.13706142,0.36987743,0.26519626,-0.122413345,800.6227,796.5934,793.7729,798.60803,721.6484,0.078308105,0.066894531,0.977416992,0.164489746,-1.271057129,-0.88973999,1,1,1,1,1,97,,0.4348218,0.39580375
14:13.8,0.45160744,0.21900743,-0.28489685,0.6556056,0.22179076,0.047638875,-0.2936716,0.26696962,0.3840889,0.44724002,0.060963005,0.53245926,0.22090477,0.40723306,0.24290814,0.36831585,-0.3321384,0.30442697,0.024721555,-0.13676699,794.17584,798.60803,803.0403,801.4286,605.6044,0.08404541,0.070800781,0.977661133,-0.052337646,-1.899108887,-0.478515625,1,1,1,1,1,97,,0.24290814,0.22090477
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:14.8,1.1298103,5.25E-05,0.36046228,0.96319777,1.6856226,-0.2811996,-0.13056536,1.0159538,1.5264848,0.16566132,-0.030608801,1.1520901,0.40762362,0.4010803,0.21668829,0.31088817,-0.3788406,0.1910259,-0.04455504,-0.18089001,815.9341,800.2198,776.8498,802.6374,855.82416,0.075439453,0.069458008,0.980041504,0.448608398,-1.831817627,-0.710296631,1,1,1,1,1,97,,0.21668829,0.40762362
14:15.9,1.6272659,0.21254008,0.79131806,1.3701476,2.217229,-0.062540464,0.02627096,1.7346087,1.5438856,0.3348647,0.3139337,1.2417881,0.75793946,0.3807632,0.44765532,0.6503172,-0.20107444,0.30746728,0.25019768,-0.020740634,795.38464,800.6227,811.50183,795.38464,962.1978,0.07244873,0.064086914,0.978637695,0.441131592,-1.525268555,-0.508422852,1,1,1,1,1,97,,0.44765532,0.75793946
14:16.9,0.11756728,0.17942421,0.39221093,0.8925747,0.29112455,0.15946203,-0.00361635,0.27903056,0.5534439,0.32533494,0.27410245,0.34598795,0.10589337,0.14367776,0.40988043,0.22664283,-0.19197541,0.35117546,0.28170326,-0.20168208,828.4249,807.0696,806.26373,838.49817,716.4103,0.074279785,0.070068359,0.98059082,0.231781006,-2.130889893,-0.351409912,1,1,1,1,1,97,,0.40988043,0.10589337
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:17.9,1.3468292,0.09110463,0.13904612,1.4023597,1.9756162,0.17554684,-0.043035068,1.9433986,1.5502665,-0.08465597,0.001459119,1.2998316,0.32683116,0.3213768,0.32156864,0.5598477,-0.21170112,0.3480155,0.07377549,-0.060147896,811.0989,809.0842,791.75824,816.337,793.36993,0.071411133,0.070495605,0.97644043,0.463562012,-3.170166016,0.500946045,1,1,1,1,1,97,,0.32156864,0.32683116
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
14:18.9,1.9735588,0.047212884,0.06873707,1.9358658,2.1531847,-0.009154792,0.06266935,1.9709877,1.4907144,0.30601472,0.27897295,1.3515414,0.36942443,0.30283368,0.27930668,0.5744651,-0.25635457,0.2477367,0.076772526,-0.002306643,790.14655,800.6227,798.60803,794.17584,743.00366,0.07434082,0.0625,0.980834961,0.328979492,0,-1.614990234,1,1,1,1,1,97,,0.27930668,0.36942443
14:19.9,2.1510482,-0.08394616,0.09517921,1.7639495,2.0523288,-0.50645036,-0.062053088,1.7082016,1.287128,0.4387869,0.30733714,0.9495942,0.3675245,0.2796154,0.32325467,0.4403383,-0.36472306,0.45583618,0.24048905,-0.03247848,796.99634,796.1905,801.4286,798.20514,802.23444,0.075866699,0.066467285,0.97467041,1.136474609,-2.564544678,-0.343933105,1,1,1,1,1,97,,0.32325467,0.3675245
14:20.9,0.37001404,-0.5373088,-0.23315896,0.7187581,0.23592629,-0.1482434,-0.121074736,0.550095,0.38629714,0.4426048,0.38566607,0.8824344,0.31520605,0.32936504,0.14347154,0.36510617,-0.17664176,0.2505661,-0.03695315,-0.009487835,788.93774,796.1905,794.9817,788.1319,839.304,0.071655273,0.073486328,0.978271484,1.188812256,-2.370147705,-0.351409912,1,1,1,1,1,97,,0.14347154,0.31520605
14:22.0,0.3653607,0.15996346,-0.14906548,1.1116556,0.13653581,-0.14767574,-0.16522592,0.6303623,0.34081092,0.3877562,0.38735768,0.8786951,0.37756965,0.39059138,0.28241852,0.37969136,-0.32759637,0.2170025,0.023800576,0.011258488,788.5348,800.2198,809.89014,798.60803,716.0073,0.077453613,0.064697266,0.983154297,1.293487549,-2.624359131,-1.02432251,1,1,1,1,1,97,,0.28241852,0.37756965
14:23.0,0.5740415,0.23504655,0.142056,1.4939182,0.02693676,-0.31803238,0.014095124,0.86068183,0.7030167,-0.13220806,0.009056727,0.7221429,0.2618554,0.37665623,0.23532328,0.3466097,-0.1797852,0.21079144,-0.021582304,0.012517835,796.1905,801.4286,802.6374,791.3553,747.8388,0.08203125,0.070678711,0.976989746,0.1121521,-2.145843506,-0.1121521,1,1,1,1,1,97,,0.23532328,0.2618554
14:24.0,0.19633198,0.2642842,0.032159362,1.108391,-0.013575399,-0.39803937,-0.08577735,0.5934305,0.6538267,0.06711322,0.124059975,0.33762348,0.23311938,0.33623055,0.24267755,0.3758565,-0.069067985,0.30449307,0.06522544,-0.26726922,788.1319,801.8315,805.8608,813.5165,716.4103,0.081237793,0.065673828,0.96673584,0.478515625,-1.181335449,-0.971984863,1,1,1,1,1,97,,0.24267755,0.23311938
14:25.0,0.16655044,0.13542347,-0.092821464,1.3091182,0.15724128,-0.32019076,-0.19770029,0.8412664,0.67117476,0.29821706,0.21347359,0.701452,0.21041031,0.33683476,0.30706808,0.44417837,-0.056195144,0.40721393,0.10295875,-0.18873137,799.011,798.60803,798.20514,788.5348,550,0.092529297,0.073181152,0.983886719,0,-1.585083008,-0.650482178,1,1,1,1,1,97,,0.30706808,0.21041031
